"","lake_name","core_number","sample_ID","sample_range","depth_top","depth_bottom","depth_plot","bd","d13C","percent.C","C.mar","d15N","percent.N","N.mar","C:N","fuco_nmol_gTC","allo_nmol_gTC","diato_nmol_gTC","lutein_nmol_gTC","cantha_nmol_gTC","chl_b_nmol_gTC","chl_a_nmol_gTC","chl_ap_nmol_gTC","echine_nmol_gTC","phaeo_b_nmol_gTC","pheo_a_nmol_gTC","b_car_nmol_gTC","chla_pheoa","chlb_pheob","all_chl","PI","AD_ratio","master_chl","perc_chlb","greens","cyanos","perc_diatox","fuco_flux","allo_flux","diato_flux","lutein_flux","cantha_flux","chl_b_flux","chl_a_flux","chl_ap_flux","echine_flux","phaeo_b_flux","pheo_a_flux","b_car_flux","year_CE_top","year_CE_plot","year_CE_bottom","duration","year_plot_extrap","weight","s"
"14","Turkey Creek Lake",2,"TRK2_028","13.5-14",13.5,14,13.75,0.314026529,-26.6459529266232,4.13554491593964,NA,2.10901919641192,0.462420912198077,NA,8.94324803841957,0,85.4288523593066,96.9908309400983,68.6414300653453,0,46.7498119645721,521.531980493442,35.3650588546396,39.1024493597345,426.320276605894,1137.28014772596,272.000973662954,1658.8121282194,473.070088570466,1694.17718707404,0.458578285690003,0.880793076327675,0.355405916158689,0.374859507974654,494.961706671239,39.1024493597345,0.0584700517256346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1969.58650756977,NA,NA
"15","Turkey Creek Lake",2,"TRK2_030","14.5-15",14.5,15,14.75,0.323888823,-26.4634227310717,3.95999196112107,NA,2.06984214753985,0.46283494221801,NA,8.55594856806595,0,232.702861737425,25.3895628256648,54.5168407310299,0,124.994566781875,431.767209257857,43.651431497994,22.9688892690243,231.287172112759,429.812976484246,171.307570447064,861.580185742102,356.281738894634,905.231617240096,1.00454670491709,9.16529612326367,0.790011390914061,0.538111189672833,285.804012843789,22.9688892690243,0.0294686011189963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967.4073644618,NA,NA
"16","Turkey Creek Lake",2,"TRK2_032","15.5-16",15.5,16,15.75,0.357711302,-25.7313674610773,3.94731829685263,NA,2.77550824976438,0.452187680300218,NA,8.72938045156806,0,86.8210250644182,65.2985256302214,41.6593383009376,0,109.003922218176,285.200494506742,51.7765677769266,20.601828210512,273.22198167157,466.151657636192,143.329158428274,751.352152142934,382.225903889746,803.128719919861,0.611819114733959,1.32960161391815,0.4982674758786,0.586122514413122,314.881319972507,20.601828210512,0.0869080170250172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1965.22822135382,NA,NA
"17","Turkey Creek Lake",2,"TRK2_034","16.5-17",16.5,17,16.75,0.338570425,-25.3736004779108,4.88134158088914,NA,2.75462185664663,0.443324840160828,NA,11.0107558582061,0,3.13810408290875,6.46093803030395,9.81658911049791,0,73.2024339554298,30.2826719556295,6.64038899855564,4.45060146050585,66.1090335764926,38.3131645542051,12.2702426294205,68.5958365098346,139.311467531922,75.2362255083902,0.790398608624089,0.485704098722197,0.931772873169472,1.72549133817861,75.9256226869906,4.45060146050585,0.0941884866347194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1963.04907824584,NA,NA
"18","Turkey Creek Lake",2,"TRK2_036","17.5-18",17.5,18,17.75,0.361010547,-25.13554465744,4.17203291078093,NA,2.47982674821416,0.409091984428502,NA,10.1982758635793,0,9.66634857055055,9.45713891022707,9.14850492429053,0,17.4893862277266,57.8256970283293,18.9581608934982,12.8563368779071,80.7805388827757,47.647348633821,8.05179278653977,105.47304566215,98.2699251105023,124.431206555649,1.21361835834205,1.02212187663832,0.511005512858959,1.6953837138681,89.9290438070663,12.8563368779071,0.0896640354969936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1960.86993513786,NA,NA
"19","Turkey Creek Lake",2,"TRK2_038","18.5-19",18.5,19,18.75,0.392998515,-25.3422450963246,4.86405843618214,NA,2.32664951929344,0.429837190642346,NA,11.3160483598763,0,10.2019767172203,18.089209051161,21.6834941141961,0,98.7435395765573,56.9373229157276,29.1867259842156,19.7927627961491,92.1061120929807,106.48203670328,11.4064898843545,163.419359619008,190.849651669538,192.606085603224,0.534712940121416,0.563981359735874,0.683485668216593,0.864992020669558,113.789606207177,19.7927627961491,0.110691958978017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1958.69079202988,NA,NA
"20","Turkey Creek Lake",2,"TRK2_040","19.5-20",19.5,20,19.75,0.359557592,-25.4047880568534,4.33361388587694,NA,2.70750168480702,0.413591933135639,NA,10.477994222522,0,4.58377764283848,6.09596056303509,18.200633601798,0,15.9531918825907,21.4945363373951,6.18953749019602,5.00755476364618,70.2620562444741,145.691372845251,30.6460943004864,167.185909182646,86.2152481270648,173.375446672843,0.147534723008108,0.751936892543853,0.168574899293573,0.482266416139164,88.4626898462721,5.00755476364618,0.0364621671338067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1956.5116489219,NA,NA
"21","Turkey Creek Lake",2,"TRK2_042","20.5-21",20.5,21,20.75,0.356983142,-25.3611729177231,4.22115495591293,NA,2.62187785331382,0.402058120586007,NA,10.4988675511902,0,14.0524205703864,22.6560042209937,26.8202590601728,0,26.957059367283,203.436939056439,42.1523607160723,28.585312288954,88.2911730191824,94.5357493537249,35.7399488894956,297.972688410164,115.248232386465,340.125049126236,2.1519577561631,0.620251498601197,1.02406761751748,0.933944815826475,115.111432079355,28.585312288954,0.0760338282742458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1954.33250581392,NA,NA
"22","Turkey Creek Lake",2,"TRK2_044","21.5-22",21.5,22,21.75,0.502782736,-25.4403942071559,3.88349894494339,NA,2.42259043086347,0.400821190679342,NA,9.68885636600536,0,7.502912367582,29.5348300961034,37.075539075175,0,19.6866225327673,61.1572879965563,7.46545975492478,5.77296456046214,104.3501977845,214.081234239757,38.2801402870171,275.238522236314,124.036820317267,282.703981991239,0.285673278247565,0.254036076834309,0.248065914614801,0.487432717561943,141.425736859675,5.77296456046214,0.107306309655105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1952.15336270594,NA,NA
"23","Turkey Creek Lake",2,"TRK2_046","22.5-23",22.5,23,22.75,0.34382088,-26.6416273536699,3.99015721065308,NA,2.4776538820104,0.447732555775557,NA,8.91192109928521,0,54.0171358267593,101.852360231248,125.173283896626,0,90.664819648594,174.762407834936,135.408521663269,12.6046178040034,471.465934955104,997.405569096696,190.742134102387,1172.16797693163,562.130754603698,1307.5764985949,0.175216996224726,0.530347413688964,0.16544943727341,0.472692302472393,596.63921885173,12.6046178040034,0.0868922903847501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1949.97421959796,NA,NA
"24","Turkey Creek Lake",2,"TRK2_048","23.5-24",23.5,24,23.75,0.254030788,-26.5938320529257,4.53465552269521,NA,2.44552154196653,0.512896595971881,NA,8.84126655998282,0,113.376485312144,246.179994046728,80.9815031580377,0,161.167503232142,565.763840503644,95.9106750081067,35.1247072857245,141.298121522354,561.427950528121,258.501444998247,1127.19179103176,302.465624754496,1223.10246603987,1.00772296778499,0.460543050019831,0.910215246685192,0.251676321760323,222.279624680392,35.1247072857245,0.218401159417059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1947.79507648998,NA,NA
"25","Turkey Creek Lake",2,"TRK2_050","24.5-25",24.5,25,24.75,0.325702337,-25.4446430439733,4.27953507493529,NA,2.84390466810318,0.460850930244324,NA,9.28615913320704,0,22.2638585681902,44.1995813909449,56.5333005047912,0,36.5433330065123,64.7848525922944,10.7258258596753,7.27363963838097,213.299095790127,189.578551067917,45.1559341792892,254.363403660211,249.842428796639,265.089229519886,0.341730919596939,0.503711977977045,0.244988720556421,1.12512251300893,269.832396294918,7.27363963838097,0.173765489669215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945.615933382,NA,NA
"26","Turkey Creek Lake",2,"TRK2_052","25.5-26",25.5,26,25.75,0.34722118,-25.8090159371843,4.38995813039596,NA,2.64123056996747,0.489193034050004,NA,8.97387702774858,0,177.79490592518,106.834097632182,40.0500849415002,0,231.988844385204,246.789105771617,48.8769850211724,19.980212807001,259.901621546368,843.712830941179,330.529072650945,1090.5019367128,491.890465931572,1139.37892173397,0.292503677461345,1.6642149825359,0.415428639705793,0.308045121533167,299.951706487868,19.980212807001,0.097967820171161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1943.43679027402,NA,NA
"27","Turkey Creek Lake",2,"TRK2_054","26.5-27",26.5,27,26.75,0.235979133,-25.6108465194471,4.71196693515695,NA,2.81165421013316,0.516664784104016,NA,9.11996923368465,0,105.38958242302,20.7103821195749,97.5988735659793,0,215.983743532346,573.079816646492,111.918124832555,25.5289868776286,274.431757831647,209.662685594064,411.438530848375,782.742502240556,490.415501363993,894.66062707311,2.7333419631763,5.08873191303452,1.32390422988013,1.30892035964371,372.030631397627,25.5289868776286,0.0264587422559687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941.25764716604,NA,NA
"28","Turkey Creek Lake",2,"TRK2_056","27.5-28",27.5,28,27.75,0.409239507,-26.0068025640409,4.35818426706958,NA,2.87423821502869,0.481617553485538,NA,9.04912409821381,0,129.503660883831,182.077138294279,99.9977638921504,0,104.542920408301,629.835360327276,59.0372998659479,31.6996036429303,447.079155712025,906.13449084495,352.995356297846,1535.96985117223,551.622076120326,1595.00715103817,0.695079336114851,0.71125711935632,0.520005515022438,0.493391610438682,547.076919604175,31.6996036429303,0.1185421303389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939.07850405806,NA,NA
"29","Turkey Creek Lake",2,"TRK2_058","28.5-29",28.5,29,28.75,0.171052734,-28.3768631558243,5.92161342127043,NA,1.63209815230889,0.575154443345164,NA,10.2956927305119,0,270.845132223871,105.42461390382,36.8911235456459,0,111.890695961478,210.767631971931,17.6336930855421,10.6715934918647,177.035330626346,772.977172645292,350.46192507392,983.744804617223,288.926026587825,1001.37849770277,0.272669930537069,2.56908820620359,0.333446593546376,0.229030477084458,213.926454171992,10.6715934918647,0.107166628386761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1936.89936095008,NA,NA
"30","Turkey Creek Lake",2,"TRK2_060","29.5-30",29.5,30,29.75,0.105792409,-28.6800592994861,7.25968937460739,NA,1.48127640268052,0.649396201346849,NA,11.1791374195765,0,305.307973203825,289.983007698137,504.205592135977,0,65.042705197934,326.812122793023,73.7550822979484,41.3636626062653,1072.18684669582,568.206021779647,467.316314307344,895.01814457267,1137.22955189375,968.773226870619,0.575164835053018,1.05284780521223,0.228600353787521,1.88696846847501,1576.3924388318,41.3636626062653,0.323996792083573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1934.72021784211,NA,NA
"31","Turkey Creek Lake",2,"TRK2_062","30.5-31",30.5,31,30.75,0.18152344,-28.5673501658424,6.36494341650672,NA,1.65582402052504,0.581915324132156,NA,10.937920265288,0,176.392278962091,177.383447654083,358.015891654757,0,100.478784342117,274.375724742705,69.1260783363457,17.5873484964792,606.766240078702,751.793064509385,335.164937609641,1026.16878925209,707.245024420818,1095.29486758844,0.364961766336273,0.994412281951334,0.262561005084313,0.807092095847776,964.782131733458,17.5873484964792,0.172859913020125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932.54107473413,NA,NA
"32","Turkey Creek Lake",2,"TRK2_064","31.5-32",31.5,32,31.75,0.16805819,-28.7785003838691,6.77166563603156,NA,1.5467340582966,0.624094298360551,NA,10.8503885611841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1930.36193162615,NA,NA
"33","Turkey Creek Lake",2,"TRK2_066","32.5-33",32.5,33,32.75,0.168596168,-28.2646312149217,7.0632652196094,NA,1.55885218742041,0.615075261443418,NA,11.4835787786909,0,209.144855208102,188.858031377778,327.174646721221,0,59.4813905350236,289.781553518325,82.3891262910069,23.4047869587059,869.106142559339,699.623347339471,363.892126972914,989.404900857796,928.587533094363,1071.7940271488,0.414196516769068,1.10741838026334,0.211531104203356,1.24224862687098,1196.28078928056,23.4047869587059,0.190880428441421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928.18278851817,NA,NA
"34","Turkey Creek Lake",2,"TRK2_068","33.5-34",33.5,34,33.75,0.111468297,-28.7614602859888,8.07211127318451,NA,1.33663153460257,0.692039900566847,NA,11.6642281269804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1926.00364541019,NA,NA
"35","Turkey Creek Lake",2,"TRK2_070","34.5-35",34.5,35,34.75,0.159434509,-28.9154052529458,7.58644367346367,NA,1.5355764636017,0.654196459706685,NA,11.5965831989753,0,216.652053115238,184.985709409704,378.216411638496,0,60.7912517641289,275.305302261904,72.2036068565221,17.443787607541,1400.48192665798,730.077731596421,414.892664334992,1005.38303385832,1461.2731784221,1077.58664071485,0.377090397840117,1.1711826486845,0.152579516532436,1.9182641327734,1778.69833829647,17.443787607541,0.183995256713047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1923.82450230221,NA,NA
"36","Turkey Creek Lake",2,"TRK2_072","35.5-36",35.5,36,35.75,0.10480855,-29.3097913159427,7.6657441152392,NA,1.40136110060591,0.674247262223486,NA,11.3693366584236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921.64535919423,NA,NA
"37","Turkey Creek Lake",2,"TRK2_074","36.5-37",36.5,37,36.75,0.242985615,-27.1896503147668,5.28709970508128,NA,2.41760700134013,0.489108810029795,NA,10.8096595208727,0,127.245336826211,113.892862562275,207.777203176076,0,55.3687590309473,149.607279961401,33.5722688721577,13.6006112579277,810.318071628497,805.355195961222,236.656320487653,954.962475922623,865.686830659444,988.53474479478,0.185765586056521,1.11723714694268,0.124284731691367,1.00616234388524,1018.09527480457,13.6006112579277,0.119264228107224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1919.46621608625,NA,NA
"38","Turkey Creek Lake",2,"TRK2_076","37.5-38",37.5,38,37.75,0.139432511,-28.4773868939575,7.7581897922092,NA,1.59304055631043,0.679718711365497,NA,11.4138240752909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1917.28707297827,NA,NA
"39","Turkey Creek Lake",2,"TRK2_078","38.5-39",38.5,39,38.75,0.141815859,-29.6384862818698,6.6955852952586,NA,1.63621579865927,0.604884577822149,NA,11.0691949187491,0,179.538509797292,148.797234133605,298.708632032255,0,121.16388806483,245.229700723661,55.1738930605439,12.9597492215781,1498.60583847314,684.319029263045,347.483298846189,929.548729986706,1619.76972653797,984.72262304725,0.358355811013692,1.20659843472684,0.163707516042795,2.18992279096347,1797.3144705054,12.9597492215781,0.160074700049058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1915.10792987029,NA,NA
"40","Turkey Creek Lake",2,"TRK2_080","39.5-40",39.5,40,39.75,0.163088392,-28.8303537695406,6.74331280567642,NA,1.56501454214756,0.560491961136137,NA,12.0310606989037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1912.92878676231,NA,NA
