"class","raster_cell_count","year","Lake","area_km2","percent_of_ws","class_name"
"71",393.170282566454,"2004","AVALANCHE_LAKE",0.353853254309809,9.73914627251692,"Grassland/Herbaceous"
"90",19.1728195101023,"2004","AVALANCHE_LAKE",0.017255537559092,0.474926264636726,"Woody Wetlands"
"95",2,"2004","AVALANCHE_LAKE",0.0018,0.0495416195188699,"Emergent Herbaceous Wetlands"
"11",31,"2005","AVALANCHE_LAKE",0.0279,0.767895102542483,"Open Water"
"12",360.476284049451,"2005","AVALANCHE_LAKE",0.324428655644506,8.929289454977,"Perennial Ice/Snow"
"31",2553.01520668814,"2005","AVALANCHE_LAKE",2.29771368601933,63.2402539978165,"Barren Land (Rock/Sand/Clay)"
"42",377.355281666998,"2005","AVALANCHE_LAKE",0.339619753500298,9.3473958938912,"Evergreen Forest"
"52",300.819854978472,"2005","AVALANCHE_LAKE",0.270737869480625,7.45155139953254,"Shrub/Scrub"
"71",393.170282566454,"2005","AVALANCHE_LAKE",0.353853254309809,9.73914627251692,"Grassland/Herbaceous"
"90",19.1728195101023,"2005","AVALANCHE_LAKE",0.017255537559092,0.474926264636726,"Woody Wetlands"
"95",2,"2005","AVALANCHE_LAKE",0.0018,0.0495416195188699,"Emergent Herbaceous Wetlands"
"11",31,"2006","AVALANCHE_LAKE",0.0279,0.767895102542483,"Open Water"
"12",360.476284049451,"2006","AVALANCHE_LAKE",0.324428655644506,8.929289454977,"Perennial Ice/Snow"
"31",2554.01520668814,"2006","AVALANCHE_LAKE",2.29861368601933,63.2650248075759,"Barren Land (Rock/Sand/Clay)"
"42",377.929513053183,"2006","AVALANCHE_LAKE",0.340136561747864,9.36162007031628,"Evergreen Forest"
"52",299.245623592287,"2006","AVALANCHE_LAKE",0.269321061233059,7.41255641334803,"Shrub/Scrub"
"71",393.170282566454,"2006","AVALANCHE_LAKE",0.353853254309809,9.73914627251692,"Grassland/Herbaceous"
"90",19.1728195101023,"2006","AVALANCHE_LAKE",0.017255537559092,0.474926264636726,"Woody Wetlands"
"95",2,"2006","AVALANCHE_LAKE",0.0018,0.0495416195188699,"Emergent Herbaceous Wetlands"
"11",31,"2007","AVALANCHE_LAKE",0.0279,0.767895102542483,"Open Water"
"12",360.476284049451,"2007","AVALANCHE_LAKE",0.324428655644506,8.929289454977,"Perennial Ice/Snow"
"31",2555.01520668814,"2007","AVALANCHE_LAKE",2.29951368601933,63.2897956173353,"Barren Land (Rock/Sand/Clay)"
"42",377.929513053183,"2007","AVALANCHE_LAKE",0.340136561747864,9.36162007031628,"Evergreen Forest"
"52",298.245623592287,"2007","AVALANCHE_LAKE",0.268421061233059,7.38778560358859,"Shrub/Scrub"
"71",393.170282566454,"2007","AVALANCHE_LAKE",0.353853254309809,9.73914627251692,"Grassland/Herbaceous"
"90",19.1728195101023,"2007","AVALANCHE_LAKE",0.017255537559092,0.474926264636726,"Woody Wetlands"
"95",2,"2007","AVALANCHE_LAKE",0.0018,0.0495416195188699,"Emergent Herbaceous Wetlands"
"11",31,"2008","AVALANCHE_LAKE",0.0279,0.767895102542483,"Open Water"
"12",360.476284049451,"2008","AVALANCHE_LAKE",0.324428655644506,8.929289454977,"Perennial Ice/Snow"
"31",2555.01520668814,"2008","AVALANCHE_LAKE",2.29951368601933,63.2897956173353,"Barren Land (Rock/Sand/Clay)"
"42",377.929513053183,"2008","AVALANCHE_LAKE",0.340136561747864,9.36162007031628,"Evergreen Forest"
"52",298.245623592287,"2008","AVALANCHE_LAKE",0.268421061233059,7.38778560358859,"Shrub/Scrub"
"71",393.170282566454,"2008","AVALANCHE_LAKE",0.353853254309809,9.73914627251692,"Grassland/Herbaceous"
"90",19.1728195101023,"2008","AVALANCHE_LAKE",0.017255537559092,0.474926264636726,"Woody Wetlands"
"95",2,"2008","AVALANCHE_LAKE",0.0018,0.0495416195188699,"Emergent Herbaceous Wetlands"
"11",30,"2009","AVALANCHE_LAKE",0.027,0.743124292783049,"Open Water"
"12",360.476284049451,"2009","AVALANCHE_LAKE",0.324428655644506,8.929289454977,"Perennial Ice/Snow"
"31",2556.01520668814,"2009","AVALANCHE_LAKE",2.30041368601933,63.3145664270948,"Barren Land (Rock/Sand/Clay)"
"42",377.929513053183,"2009","AVALANCHE_LAKE",0.340136561747864,9.36162007031628,"Evergreen Forest"
"52",298.245623592287,"2009","AVALANCHE_LAKE",0.268421061233059,7.38778560358859,"Shrub/Scrub"
"71",393.170282566454,"2009","AVALANCHE_LAKE",0.353853254309809,9.73914627251692,"Grassland/Herbaceous"
"90",19.1728195101023,"2009","AVALANCHE_LAKE",0.017255537559092,0.474926264636726,"Woody Wetlands"
"95",2,"2009","AVALANCHE_LAKE",0.0018,0.0495416195188699,"Emergent Herbaceous Wetlands"
"11",30,"2010","AVALANCHE_LAKE",0.027,0.743124292783049,"Open Water"
"12",360.476284049451,"2010","AVALANCHE_LAKE",0.324428655644506,8.929289454977,"Perennial Ice/Snow"
"31",2556.01520668814,"2010","AVALANCHE_LAKE",2.30041368601933,63.3145664270948,"Barren Land (Rock/Sand/Clay)"
"42",377.929513053183,"2010","AVALANCHE_LAKE",0.340136561747864,9.36162007031628,"Evergreen Forest"
"52",298.245623592287,"2010","AVALANCHE_LAKE",0.268421061233059,7.38778560358859,"Shrub/Scrub"
"71",393.170282566454,"2010","AVALANCHE_LAKE",0.353853254309809,9.73914627251692,"Grassland/Herbaceous"
"90",19.1728195101023,"2010","AVALANCHE_LAKE",0.017255537559092,0.474926264636726,"Woody Wetlands"
"95",2,"2010","AVALANCHE_LAKE",0.0018,0.0495416195188699,"Emergent Herbaceous Wetlands"
"11",31,"2011","AVALANCHE_LAKE",0.0279,0.767895102542483,"Open Water"
"12",360.476284049451,"2011","AVALANCHE_LAKE",0.324428655644506,8.929289454977,"Perennial Ice/Snow"
"31",2555.01520668814,"2011","AVALANCHE_LAKE",2.29951368601933,63.2897956173353,"Barren Land (Rock/Sand/Clay)"
"42",378.929513053183,"2011","AVALANCHE_LAKE",0.341036561747864,9.38639088007571,"Evergreen Forest"
"52",297.245623592287,"2011","AVALANCHE_LAKE",0.267521061233059,7.36301479382916,"Shrub/Scrub"
"71",393.170282566454,"2011","AVALANCHE_LAKE",0.353853254309809,9.73914627251692,"Grassland/Herbaceous"
"90",19.1728195101023,"2011","AVALANCHE_LAKE",0.017255537559092,0.474926264636726,"Woody Wetlands"
"95",2,"2011","AVALANCHE_LAKE",0.0018,0.0495416195188699,"Emergent Herbaceous Wetlands"
"11",30,"2012","AVALANCHE_LAKE",0.027,0.743124292783049,"Open Water"
"12",360.476284049451,"2012","AVALANCHE_LAKE",0.324428655644506,8.929289454977,"Perennial Ice/Snow"
"31",2556.01520668814,"2012","AVALANCHE_LAKE",2.30041368601933,63.3145664270948,"Barren Land (Rock/Sand/Clay)"
"42",380.503744439367,"2012","AVALANCHE_LAKE",0.342453369995431,9.42538586626023,"Evergreen Forest"
"52",295.671392206103,"2012","AVALANCHE_LAKE",0.266104252985492,7.32401980764465,"Shrub/Scrub"
"71",393.170282566454,"2012","AVALANCHE_LAKE",0.353853254309809,9.73914627251692,"Grassland/Herbaceous"
"90",19.1728195101023,"2012","AVALANCHE_LAKE",0.017255537559092,0.474926264636726,"Woody Wetlands"
"95",2,"2012","AVALANCHE_LAKE",0.0018,0.0495416195188699,"Emergent Herbaceous Wetlands"
"11",31,"2013","AVALANCHE_LAKE",0.0279,0.767895102542483,"Open Water"
"12",360.476284049451,"2013","AVALANCHE_LAKE",0.324428655644506,8.929289454977,"Perennial Ice/Snow"
"31",2557.01520668814,"2013","AVALANCHE_LAKE",2.30131368601933,63.3393372368542,"Barren Land (Rock/Sand/Clay)"
"42",384.503744439367,"2013","AVALANCHE_LAKE",0.346053369995431,9.52446910529797,"Evergreen Forest"
"52",290.671392206103,"2013","AVALANCHE_LAKE",0.261604252985492,7.20016575884747,"Shrub/Scrub"
"71",392.170282566454,"2013","AVALANCHE_LAKE",0.352953254309809,9.71437546275749,"Grassland/Herbaceous"
"90",19.1728195101023,"2013","AVALANCHE_LAKE",0.017255537559092,0.474926264636726,"Woody Wetlands"
"95",2,"2013","AVALANCHE_LAKE",0.0018,0.0495416195188699,"Emergent Herbaceous Wetlands"
"11",30,"2014","AVALANCHE_LAKE",0.027,0.743124292783049,"Open Water"
"12",360.476284049451,"2014","AVALANCHE_LAKE",0.324428655644506,8.929289454977,"Perennial Ice/Snow"
"31",2562.01520668814,"2014","AVALANCHE_LAKE",2.30581368601933,63.4631912856514,"Barren Land (Rock/Sand/Clay)"
"42",389.503744439367,"2014","AVALANCHE_LAKE",0.350553369995431,9.64832315409514,"Evergreen Forest"
"52",293.671392206103,"2014","AVALANCHE_LAKE",0.264304252985492,7.27447818812577,"Shrub/Scrub"
"71",380.170282566454,"2014","AVALANCHE_LAKE",0.342153254309809,9.41712574564427,"Grassland/Herbaceous"
"90",19.1728195101023,"2014","AVALANCHE_LAKE",0.017255537559092,0.474926264636726,"Woody Wetlands"
"95",2,"2014","AVALANCHE_LAKE",0.0018,0.0495416195188699,"Emergent Herbaceous Wetlands"
"11",30,"2015","AVALANCHE_LAKE",0.027,0.743124292783049,"Open Water"
"12",360.476284049451,"2015","AVALANCHE_LAKE",0.324428655644506,8.929289454977,"Perennial Ice/Snow"
"31",2565.01520668814,"2015","AVALANCHE_LAKE",2.30851368601933,63.5375037149297,"Barren Land (Rock/Sand/Clay)"
"42",389.503744439367,"2015","AVALANCHE_LAKE",0.350553369995431,9.64832315409514,"Evergreen Forest"
"52",291.671392206103,"2015","AVALANCHE_LAKE",0.262504252985492,7.22493656860691,"Shrub/Scrub"
"71",379.170282566454,"2015","AVALANCHE_LAKE",0.341253254309809,9.39235493588483,"Grassland/Herbaceous"
"90",19.1728195101023,"2015","AVALANCHE_LAKE",0.017255537559092,0.474926264636726,"Woody Wetlands"
"95",2,"2015","AVALANCHE_LAKE",0.0018,0.0495416195188699,"Emergent Herbaceous Wetlands"
"11",28,"2016","AVALANCHE_LAKE",0.0252,0.693582673264179,"Open Water"
"12",360.476284049451,"2016","AVALANCHE_LAKE",0.324428655644506,8.929289454977,"Perennial Ice/Snow"
"31",2568.19973337004,"2016","AVALANCHE_LAKE",2.31137976003304,63.6163870195409,"Barren Land (Rock/Sand/Clay)"
"42",393.319217757467,"2016","AVALANCHE_LAKE",0.353987295981721,9.74283551779999,"Evergreen Forest"
"52",288.671392206103,"2016","AVALANCHE_LAKE",0.259804252985492,7.1506241393286,"Shrub/Scrub"
