lake,date,depth_m,parameter,value
UpperFourmile,2025-07-16,2,do_mgL,7.14
UpperFourmile,2025-07-16,2,do_percent,70.2
UpperFourmile,2025-07-16,2,orp_mV,168.2
UpperFourmile,2025-07-16,2,pH,7.9
UpperFourmile,2025-07-16,2,temp_C,14.6085
UpperFourmile,2025-07-16,2.25,barometer_mmHg,501.1
UpperFourmile,2025-07-16,2.25,cond_spec_uScm,20.2
UpperFourmile,2025-07-16,2.25,cond_uScm,16.2
UpperFourmile,2025-07-16,2.25,do_mgL,7.14
UpperFourmile,2025-07-16,2.25,do_percent,70.2
UpperFourmile,2025-07-16,2.25,orp_mV,167.9
UpperFourmile,2025-07-16,2.25,pH,7.91
UpperFourmile,2025-07-16,2.25,temp_C,14.604
UpperFourmile,2025-07-16,2.5,barometer_mmHg,501.1
UpperFourmile,2025-07-16,2.5,cond_spec_uScm,20.2
UpperFourmile,2025-07-16,2.5,cond_uScm,16.2
UpperFourmile,2025-07-16,2.5,do_mgL,7.15
UpperFourmile,2025-07-16,2.5,do_percent,70.2
UpperFourmile,2025-07-16,2.5,orp_mV,167.8
UpperFourmile,2025-07-16,2.5,pH,7.92
UpperFourmile,2025-07-16,2.5,temp_C,14.594
UpperFourmile,2025-07-16,2.75,barometer_mmHg,501.1
UpperFourmile,2025-07-16,2.75,cond_spec_uScm,20.2
UpperFourmile,2025-07-16,2.75,cond_uScm,16.2
UpperFourmile,2025-07-16,2.75,do_mgL,7.15
UpperFourmile,2025-07-16,2.75,do_percent,70.2
UpperFourmile,2025-07-16,2.75,orp_mV,167.8
UpperFourmile,2025-07-16,2.75,pH,7.92
UpperFourmile,2025-07-16,2.75,temp_C,14.5775
UpperFourmile,2025-07-16,3,barometer_mmHg,501.1
UpperFourmile,2025-07-16,3,cond_spec_uScm,20.2
UpperFourmile,2025-07-16,3,cond_uScm,16.2
UpperFourmile,2025-07-16,3,do_mgL,7.15
UpperFourmile,2025-07-16,3,do_percent,70.2
UpperFourmile,2025-07-16,3,orp_mV,167.8
UpperFourmile,2025-07-16,3,pH,7.92
UpperFourmile,2025-07-16,3,temp_C,14.563
UpperFourmile,2025-07-16,3.25,barometer_mmHg,501.1
UpperFourmile,2025-07-16,3.25,cond_spec_uScm,20.2
UpperFourmile,2025-07-16,3.25,cond_uScm,16.2
UpperFourmile,2025-07-16,3.25,do_mgL,7.15
UpperFourmile,2025-07-16,3.25,do_percent,70.2
UpperFourmile,2025-07-16,3.25,orp_mV,167.9
UpperFourmile,2025-07-16,3.25,pH,7.92
UpperFourmile,2025-07-16,3.25,temp_C,14.542
UpperFourmile,2025-07-16,3.5,barometer_mmHg,501.1
UpperFourmile,2025-07-16,3.5,cond_spec_uScm,20.2
UpperFourmile,2025-07-16,3.5,cond_uScm,16.2
UpperFourmile,2025-07-16,3.5,do_mgL,7.14
UpperFourmile,2025-07-16,3.5,do_percent,70.1
UpperFourmile,2025-07-16,3.5,orp_mV,168
UpperFourmile,2025-07-16,3.5,pH,7.92
UpperFourmile,2025-07-16,3.5,temp_C,14.529
UpperFourmile,2025-07-16,3.75,barometer_mmHg,501.1
UpperFourmile,2025-07-16,3.75,cond_spec_uScm,20.2
UpperFourmile,2025-07-16,3.75,cond_uScm,16.2
UpperFourmile,2025-07-16,3.75,do_mgL,7.14
UpperFourmile,2025-07-16,3.75,do_percent,70.1
UpperFourmile,2025-07-16,3.75,orp_mV,168
UpperFourmile,2025-07-16,3.75,pH,7.92
UpperFourmile,2025-07-16,3.75,temp_C,14.524
UpperFourmile,2025-07-16,4,barometer_mmHg,501.1
UpperFourmile,2025-07-16,4,cond_spec_uScm,20.2
UpperFourmile,2025-07-16,4,cond_uScm,16.2
UpperFourmile,2025-07-16,4,do_mgL,7.13
UpperFourmile,2025-07-16,4,do_percent,70
UpperFourmile,2025-07-16,4,orp_mV,168.1
UpperFourmile,2025-07-16,4,pH,7.92
UpperFourmile,2025-07-16,4,temp_C,14.506
UpperFourmile,2025-07-16,4.25,barometer_mmHg,501.1
UpperFourmile,2025-07-16,4.25,cond_spec_uScm,20.3
UpperFourmile,2025-07-16,4.25,cond_uScm,16.2
UpperFourmile,2025-07-16,4.25,do_mgL,7.12
UpperFourmile,2025-07-16,4.25,do_percent,69.8
UpperFourmile,2025-07-16,4.25,orp_mV,168.1
UpperFourmile,2025-07-16,4.25,pH,7.92
UpperFourmile,2025-07-16,4.25,temp_C,14.439499999999999
UpperFourmile,2025-07-16,4.5,barometer_mmHg,501.1
UpperFourmile,2025-07-16,4.5,cond_spec_uScm,20.5
UpperFourmile,2025-07-16,4.5,cond_uScm,16.25
UpperFourmile,2025-07-16,4.5,do_mgL,7.095
UpperFourmile,2025-07-16,4.5,do_percent,69.15
UpperFourmile,2025-07-16,4.5,orp_mV,168.6
UpperFourmile,2025-07-16,4.5,pH,7.92
UpperFourmile,2025-07-16,4.5,temp_C,14.174
UpperFourmile,2025-07-16,4.75,barometer_mmHg,501.1
UpperFourmile,2025-07-16,4.75,cond_spec_uScm,21.2
UpperFourmile,2025-07-16,4.75,cond_uScm,16.6
UpperFourmile,2025-07-16,4.75,do_mgL,7.06
UpperFourmile,2025-07-16,4.75,do_percent,68
UpperFourmile,2025-07-16,4.75,orp_mV,169.9
UpperFourmile,2025-07-16,4.75,pH,7.91
UpperFourmile,2025-07-16,4.75,temp_C,13.671
UpperFourmile,2025-07-16,5.5,barometer_mmHg,501.1
UpperFourmile,2025-07-16,5.5,cond_spec_uScm,21.7
UpperFourmile,2025-07-16,5.5,cond_uScm,16.9
UpperFourmile,2025-07-16,5.5,do_mgL,7.07
UpperFourmile,2025-07-16,5.5,do_percent,67.5
UpperFourmile,2025-07-16,5.5,orp_mV,171
UpperFourmile,2025-07-16,5.5,pH,7.89
UpperFourmile,2025-07-16,5.5,temp_C,13.273
UpperFourmile,2025-07-16,5.75,barometer_mmHg,501.1
UpperFourmile,2025-07-16,5.75,cond_spec_uScm,23
UpperFourmile,2025-07-16,5.75,cond_uScm,17.2
UpperFourmile,2025-07-16,5.75,do_mgL,7.29
UpperFourmile,2025-07-16,5.75,do_percent,67.3
UpperFourmile,2025-07-16,5.75,orp_mV,172.5
UpperFourmile,2025-07-16,5.75,pH,7.88
UpperFourmile,2025-07-16,5.75,temp_C,11.778
UpperFourmile,2025-07-16,6,barometer_mmHg,501.1
UpperFourmile,2025-07-16,6,cond_spec_uScm,23.95
UpperFourmile,2025-07-16,6,cond_uScm,17.7
UpperFourmile,2025-07-16,6,do_mgL,6.6850000000000005
UpperFourmile,2025-07-16,6,do_percent,61.1
UpperFourmile,2025-07-16,6,orp_mV,175
UpperFourmile,2025-07-16,6,pH,7.845
UpperFourmile,2025-07-16,6,temp_C,11.2965
UpperFourmile,2025-07-16,6.25,barometer_mmHg,501.1
UpperFourmile,2025-07-16,6.25,cond_spec_uScm,25.9
UpperFourmile,2025-07-16,6.25,cond_uScm,18.6
UpperFourmile,2025-07-16,6.25,do_mgL,5.6
UpperFourmile,2025-07-16,6.25,do_percent,49.8
UpperFourmile,2025-07-16,6.25,orp_mV,178.8
UpperFourmile,2025-07-16,6.25,pH,7.79
UpperFourmile,2025-07-16,6.25,temp_C,10.125
UpperFourmile,2025-07-16,6.5,barometer_mmHg,501.1
UpperFourmile,2025-07-16,6.5,cond_spec_uScm,27.200000000000003
UpperFourmile,2025-07-16,6.5,cond_uScm,19.25
UpperFourmile,2025-07-16,6.5,do_mgL,4.609999999999999
UpperFourmile,2025-07-16,6.5,do_percent,40.599999999999994
UpperFourmile,2025-07-16,6.5,orp_mV,181.65
UpperFourmile,2025-07-16,6.5,pH,7.735
UpperFourmile,2025-07-16,6.5,temp_C,9.7225
UpperFourmile,2025-07-16,7.25,barometer_mmHg,501.1
UpperFourmile,2025-07-16,7.25,cond_spec_uScm,28.6
UpperFourmile,2025-07-16,7.25,cond_uScm,19.95
UpperFourmile,2025-07-16,7.25,do_mgL,3.685
UpperFourmile,2025-07-16,7.25,do_percent,32.05
UpperFourmile,2025-07-16,7.25,orp_mV,184.10000000000002
UpperFourmile,2025-07-16,7.25,pH,7.6850000000000005
UpperFourmile,2025-07-16,7.25,temp_C,9.152000000000001
UpperFourmile,2025-07-16,7.5,barometer_mmHg,501.1
UpperFourmile,2025-07-16,7.5,cond_spec_uScm,31.299999999999997
UpperFourmile,2025-07-16,7.5,cond_uScm,21.25
UpperFourmile,2025-07-16,7.5,do_mgL,2.81
UpperFourmile,2025-07-16,7.5,do_percent,23.9
UpperFourmile,2025-07-16,7.5,orp_mV,187.2
UpperFourmile,2025-07-16,7.5,pH,7.63
UpperFourmile,2025-07-16,7.5,temp_C,8.279
UpperFourmile,2025-07-16,7.75,barometer_mmHg,501.1
UpperFourmile,2025-07-16,7.75,cond_spec_uScm,32.9
UpperFourmile,2025-07-16,7.75,cond_uScm,22.1
UpperFourmile,2025-07-16,7.75,do_mgL,2.275
UpperFourmile,2025-07-16,7.75,do_percent,19.15
UpperFourmile,2025-07-16,7.75,orp_mV,189.75
UpperFourmile,2025-07-16,7.75,pH,7.575
UpperFourmile,2025-07-16,7.75,temp_C,7.8155
UpperFourmile,2025-07-16,8,barometer_mmHg,501.1
UpperFourmile,2025-07-16,8,cond_spec_uScm,34.3
UpperFourmile,2025-07-16,8,cond_uScm,22.8
UpperFourmile,2025-07-16,8,do_mgL,1.79
UpperFourmile,2025-07-16,8,do_percent,14.95
UpperFourmile,2025-07-16,8,orp_mV,190.55
UpperFourmile,2025-07-16,8,pH,7.52
UpperFourmile,2025-07-16,8,temp_C,7.4515
UpperFourmile,2025-07-16,8.25,barometer_mmHg,501.1
UpperFourmile,2025-07-16,8.25,cond_spec_uScm,35.7
UpperFourmile,2025-07-16,8.25,cond_uScm,23.6
UpperFourmile,2025-07-16,8.25,do_mgL,1.55
UpperFourmile,2025-07-16,8.25,do_percent,12.9
UpperFourmile,2025-07-16,8.25,orp_mV,154
UpperFourmile,2025-07-16,8.25,pH,7.46
UpperFourmile,2025-07-16,8.25,temp_C,7.303
UpperFourmile,2025-07-16,8.5,barometer_mmHg,501.1
UpperFourmile,2025-07-16,8.5,cond_spec_uScm,36.3
UpperFourmile,2025-07-16,8.5,cond_uScm,24
UpperFourmile,2025-07-16,8.5,do_mgL,1.34
UpperFourmile,2025-07-16,8.5,do_percent,11.149999999999999
UpperFourmile,2025-07-16,8.5,orp_mV,138.75
UpperFourmile,2025-07-16,8.5,pH,7.335
UpperFourmile,2025-07-16,8.5,temp_C,7.306
UpperFourmile,2025-07-16,8.75,barometer_mmHg,501.1
UpperFourmile,2025-07-16,8.75,cond_spec_uScm,36.5
UpperFourmile,2025-07-16,8.75,cond_uScm,24.2
UpperFourmile,2025-07-16,8.75,do_mgL,1.15
UpperFourmile,2025-07-16,8.75,do_percent,9.6
UpperFourmile,2025-07-16,8.75,orp_mV,124.4
UpperFourmile,2025-07-16,8.75,pH,7.29
UpperFourmile,2025-07-16,8.75,temp_C,7.3
